state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
MI,muni,1600000US2615140,,,1766,4905,2.77746319365798,0.532410320956577,436.305910543131,749.297238475987,0,0,763.75,0.2104,0.997734994337486,0.00226500566251416,0,0,1,0.640430351075878,49.6740157480315,312.0646406418,11,15,20,2536.18921308577,2755.90941505517,1000,2000,3000
MI,muni,1600000US2630200,,,903,2459,2.72314507198228,0.235367372353674,542.416282642089,772.81854192938,0,0,1000,0.346811819595645,1,0,0,0,1,0.781354051054384,80.8388888888889,319.674680374442,10,16,22,387497.703125,1921024.17948537,2775,4000,5000
MI,muni,1600000US2653180,,,542,1704,3.14391143911439,0.837320574162679,247.975342465753,509.627079715498,0,0,225,0.239669421487603,1,0,0,0,1,0.708487084870849,73.5796178343949,280.811601397343,5,10,12,288915.645833333,1669844.07972466,1800,2500,3500
MI,muni,1600000US2670520,,,53215,152190,2.85990792069905,0.573734649257239,544.868890550719,894.059511958471,0,0,1000,0.188696050488599,0.955538851827492,0.043972564126656,0.00037583388142441,0.000112750164427323,1,0.580680654095686,98.160440064176,483.76770336183,15,20,30,125168.672296635,1096798.29266513,2000,2800,4000
MI,muni,1600000US2689320,,,141,849,6.02127659574468,0.818181818181818,499.94,700.204989032974,0,0,958.25,0.106796116504854,1,0,0,0,1,0.54,790.217391304348,1386.85980887349,16,25,50,3154641.03703704,4683596.87862851,3100,9000,9999998
MI,muni,0500000US26145,,,301,793,2.63455149501661,0.642105263157895,702.093922651934,924.442797350908,0,416,1100,0.144796380090498,0.98671096345515,0.0132890365448505,0,0,1,0.706666666666667,176.421686746988,629.159972686809,15,20,32,474146.698113208,2124491.24602952,1800,2500,3300
MI,muni,0600000US2614509400,,,4,6,1.5,1,993.75,1195.89140393265,0,787.5,1781.25,0,1,0,0,0,1,0,37.5,2.88675134594813,35,37.5,40,,,,,
MI,muni,0600000US2614579520,,,106,1102,10.3962264150943,0.777777777777778,284.254545454545,613.506503879976,0,0,364,0.293103448275862,0.943396226415094,0.0566037735849057,0,0,1,0.704081632653061,34.4137931034483,13.3189372199868,25,40,50,6522915.50724638,4796073.20668259,6300,9999998,9999998
MI,muni,0600000US2614513540,,,59,153,2.59322033898305,0.456140350877193,397.595238095238,566.74612802851,0,0,701.25,0.3,1,0,0,0,1,0.661016949152542,16.4,5.725290155828,13.25,18,20,2085.53846153846,1197.15755121419,1000,2400,2800
MI,muni,0600000US2614589340,,,2,3,1.5,0,487.5,583.363094478902,281.25,487.5,693.75,0,1,0,0,0,1,1,,,,,,4000,0,4000,4000,4000
MI,muni,0600000US2614530220,,,5,15,3,1,850,1202.08152801713,425,850,1275,0.5,1,0,0,0,1,1,,,,,,3500,0,3500,3500,3500
MI,muni,1600000US2670640,,,1245,3363,2.70120481927711,0.469642857142857,360.938005390836,527.421463025779,0,46.5,618,0.309576837416481,0.995983935742972,0,0.00401606425702811,0,1,0.676090468497577,676.585365853659,604.437102404808,20,700,1000,84754.8936678614,911115.036423234,500,1000,1500
MI,muni,0600000US2614716180,,,1205,3103,2.57510373443983,0.998171846435101,881.411764705882,963.255494895394,122,750,1200,0.207547169811321,0.997510373443983,0,0.0024896265560166,0,1,0.618887015177066,73.9216152019002,366.1599195684,15,20,25,111803.363760218,1038702.25213111,1000,2000,4000
MI,muni,1600000US2601180,,,702,1813,2.58262108262108,1,747.607476635514,610.626719642991,120.5,800,1200,0.170316301703163,0.997150997150997,0,0.00284900284900285,0,1,0.717948717948718,40.3440860215054,181.549903473734,12,15,20,398316.021825397,1953759.05359246,700,1300,2000
MI,muni,0600000US2614725960,,,169,541,3.20118343195266,0.354838709677419,268.644628099174,601.263902950889,0,0,270,0.336065573770492,1,0,0,0,1,0.804733727810651,13.3333333333333,5.45817429793761,10,10,15,517147.25,2217154.49401788,1000,1500,4000
MI,muni,1600000US2651600,,,3629,9806,2.70212179663819,0.514172508381591,541.253595397891,816.816815888656,0,15,900,0.228609625668449,1,0,0,0,1,0.651098137336669,52.5113821138211,440.720553708431,12,16,22,130086.043125534,1124535.68216696,1000,1500,2800
MI,muni,0600000US2614718400,,,26,140,5.38461538461539,0.7,539.555555555556,812.257211588655,0,0,800,0.111111111111111,1,0,0,0,1,0.769230769230769,25,0,25,25,25,174.5,132.12733093099,80,80,350
MI,muni,1600000US2652080,,,1763,5261,2.98411798071469,0.615483045425464,701.236380424746,967.450601740641,0,150,1300,0.196994991652755,1,0,0,0,1,0.554923164484918,56.6179487179487,253.156225768472,15,18,25,2881.22564102564,2604.80852976847,1500,2500,3500
MI,muni,0600000US2614756380,,,346,956,2.76300578034682,0.448844884488449,462.177631578947,638.555044140286,0,50,937,0.496732026143791,1,0,0,0,1,0.589595375722543,55.7605633802817,297.012284044683,10,12,15,2256.97058823529,1294.52364486362,1500,2100,3000
MI,muni,1600000US2613140,,,20,37,1.85,0.5,871.428571428572,849.929969103898,0,1200,1450,0.7,1,0,0,0,1,0.55,276.111111111111,417.633045999848,15,20,200,1304,725.657770577839,1000,1800,1800
MI,muni,1600000US2665820,,,23789,65768,2.76463911892051,0.597664936990363,680.462567963195,907.470493579023,0,240,1200,0.177445458665113,0.972970700744041,0.0264407919626718,0.000252217411408634,0.000336289881878179,1,0.542467138523761,83.493834133484,518.560684147103,15,22,30,139602.163637776,1160826.23820663,1600,2500,3500
MI,muni,0500000US26147,,,45,127,2.82222222222222,0.886363636363636,710.962962962963,769.64229860778,0,432,1306,0.0869565217391304,1,0,0,0,1,0.555555555555556,16.35,8.1516869419771,12,12,15,2665,1553.55774487679,2000,2000,4200
MI,muni,1600000US2670680,,,2049,5565,2.71595900439239,0.48,528.930055401662,1511.29680146932,0,0,921.25,0.173684210526316,0.999511957052221,0.000488042947779405,0,0,1,0.679060665362035,20.6376146788991,12.0354959115105,15,18,25,38597.9380403458,599177.851576113,1000,2000,3000
MI,muni,0600000US2614770700,,,1367,3600,2.63350402340893,0.460815047021944,551.036998972251,855.192959880791,0,0,1000,0.210321324245375,0.998536942209217,0.00146305779078274,0,0,1,0.634743875278397,33.7405063291139,157.493777066087,15,20,25,142940.031578947,1176738.2064282,1000,1800,3500
MI,muni,1600000US2689000,,,711,1827,2.56962025316456,0.614664586583463,414.620626151013,624.467823392051,0,0,800,0.23992673992674,1,0,0,0,1,0.540084388185654,17.8256880733945,24.779832006998,10,15,20,1550.10416666667,1186.08555540254,1000,1200,1800
MI,muni,0600000US2614710820,,,754,1841,2.44164456233422,0.507204610951009,480.681895093063,733.171062653413,0,0,850,0.219224283305228,1,0,0,0,1,0.637466307277628,30.9516728624535,86.9162483252548,12,15,20,1587.6955602537,1518.30775849067,1000,1200,2000
MI,muni,1600000US2611920,,,670,1657,2.47313432835821,0.530179445350734,761.306358381503,673.444973507901,240,600,1000,0.324055666003976,1,0,0,0,1,0.704477611940298,15.0606060606061,48.0000672972917,7,8,10,192053.781779661,1368892.72103082,600,1200,2000
MI,muni,1600000US2617360,,,891,2195,2.4635241301908,0.5,347.46677471637,583.353178716217,0,20,528,0.307210031347962,1,0,0,0,1,0.661781285231116,11.3433333333333,6.6225611821202,8,10,13.25,120824.388415673,1086240.85571914,900,1400,2000
MI,muni,1600000US2617840,,,1322,3276,2.47806354009077,0.506950122649223,322.067055393586,632.138749955813,0,0,468,0.328793774319066,0.994704992435704,0.00529500756429652,0,0,1,0.626047220106626,22.6659836065574,107.352272358577,9,11,15,62684.1119221411,777871.330602257,1200,1700,2425
MI,muni,1600000US2614460,,,787,1968,2.50063532401525,0.448951048951049,337.720198675497,528.321955891709,0,0,600,0.271074380165289,1,0,0,0,1,0.643222506393862,72.3003663003663,293.128694445321,9,10,15,121129.996023857,1086518.18812626,1000,1500,2800
MI,muni,1600000US2652980,,,626,1501,2.39776357827476,0.447236180904523,190.180360721443,434.739320330743,0,0,107.5,0.427145708582834,1,0,0,0,1,0.690705128205128,56.5393258426966,276.797303152165,7,10,11.75,256636.366589327,1578647.00685011,600,1350,2000
MI,muni,0600000US2614953000,,,8,20,2.5,0,91.25,220.482425603493,0,0,25,0.25,1,0,0,0,1,1,,,,,,1300,106.90449676497,1200,1300,1400
MI,muni,1600000US2676960,,,7010,18084,2.57974322396576,0.59562423500612,591.197099381836,727.540509694981,0,332,1000,0.250353273669336,0.998573466476462,0.0014265335235378,0,0,1,0.626079447322971,54.2722695584818,335.106458414828,15,20,25,37483.7374712644,586103.149712532,1500,2500,3900
MI,muni,0600000US2614976980,,,22,67,3.04545454545455,0.526315789473684,748.692307692308,573.778613609724,240,780,1000,0.0769230769230769,1,0,0,0,1,0.454545454545455,14.6666666666667,4.20677663977655,15,15,15.75,2040,704.27267446636,1800,1800,2700
MI,muni,1600000US2679760,,,6623,17213,2.59897327495093,0.586445139003126,396.845833333333,681.52291120199,0,0,720,0.238128986534373,0.998188132266345,0.00181186773365544,0,0,1,0.597849136625265,18.2897727272727,89.7133266950108,10,15,20,96199.1211046364,963540.678317901,1500,2000,3000
MI,muni,0600000US2614949060,,,2,3,1.5,1,0,0,0,0,0,0.5,1,0,0,0,1,0,2,0,2,2,2,,,,,
MI,muni,0600000US2614955780,,,839,2198,2.61978545887962,0.675675675675676,735.402298850575,714.217388096003,18,735,1193.75,0.363636363636364,1,0,0,0,1,0.486842105263158,14.2044334975369,5.86094671063892,10,13,18,198477.552825553,1389588.94787188,1200,1800,2500
MI,muni,0600000US2615511880,,,177,455,2.57062146892655,0.934523809523809,378.6875,528.969232266122,0,60,575,0.382165605095541,1,0,0,0,1,0.587570621468927,12.078125,4.58189912625481,8,12,15,289919.75,1681592.60475002,1000,1200,2000
MI,muni,0500000US26155,,,1599,4444,2.77923702313946,0.566222845129643,720.127041742287,757.313744406778,153,528,1067,0.281381634372367,1,0,0,0,1,0.62941554271034,13.7517605633803,6.25445142916486,10,12,16,165279.559183673,1267668.91969257,700,1500,3000
MI,muni,1600000US2618300,,,367,1014,2.76294277929155,0.572784810126582,834.107438016529,755.504520190017,320,700,1200,0.244186046511628,1,0,0,0,1,0.498637602179837,14.9945652173913,6.61138055290993,10,15,20,1748.63387978142,1348.53982585713,1000,1200,2500
MI,muni,1600000US2623500,,,3027,8301,2.74231912784936,0.609245214879018,520.471673254282,826.865014342298,0,0,936,0.304309969525468,1,0,0,0,1,0.680822826808228,16.5905263157895,6.70103044282136,12,15,20,45906.3557504873,660838.185175485,1200,2000,2800
MI,muni,0600000US2615582040,,,17,47,2.76470588235294,0.5,835.75,1211.47634389541,0,32.5,1338,0.25,1,0,0,0,1,0.411764705882353,24.2,13.9427400463467,8,35,35,3585.71428571429,1763.924196622,1700,5000,5000
MI,muni,1600000US2682020,,,526,1434,2.72623574144487,0.528784648187633,878.932584269663,892.986752456166,200,745,1400,0.281862745098039,1,0,0,0,1,0.621673003802281,20.3165829145729,69.0135784939992,8,10,14,31930.3302752294,552927.429429169,450,1000,2000
MI,muni,1600000US2661940,,,9189,25059,2.72706496898466,0.665618195015727,528.018661403194,747.031073165504,0,175,884,0.233735298496353,1,0,0,0,1,0.605028297779713,36.7648215790953,173.335545686519,12,18,25,90629.2365533369,934563.940696889,1200,2000,3000
MI,muni,0600000US2615570260,,,18,37,2.05555555555556,1,605.222222222222,614.275544397174,100,600,947,0.307692307692308,1,0,0,0,1,0.388888888888889,18.2727272727273,7.68232919225555,13.5,23,23.5,3042.85714285714,427.617987059879,2700,2700,3500
MI,muni,0600000US2615573520,,,544,1306,2.40073529411765,0.5,209.051330798479,503.049253697732,0,0,100,0.241573033707865,1,0,0,0,1,0.664179104477612,10.0355029585799,4.01617783696713,7,10,12,169811.342696629,1288885.85773781,400,1000,2000
MI,muni,0600000US2615553680,,,1,1,1,0,0,,0,0,0,1,1,0,0,0,1,1,,,,,,5000,,5000,5000,5000
MI,muni,0600000US2615563720,,,451,1232,2.73170731707317,0.584269662921348,286.986111111111,519.466001424246,0,0,376,0.259493670886076,1,0,0,0,1,0.660714285714286,40.1854304635762,128.804886241349,6,8,10,136198.148648649,1156425.74868502,600,1000,1300
MI,muni,1600000US2663700,,,435,1074,2.46896551724138,0.527227722772277,415.416666666667,692.572955351888,0,0,601.25,0.271186440677966,1,0,0,0,1,0.818390804597701,12.4683544303797,5.10614371787951,8.5,12,15,142227.483146067,1178206.05094263,1200,1600,2200
MI,muni,1600000US2644200,,,6,13,2.16666666666667,1,450,574.456264653803,0,300,750,0,1,0,0,0,1,0,13.3333333333333,5.16397779494322,10,10,17.5,,,,,
MI,muni,0600000US2615965760,,,450,1126,2.50222222222222,0.491712707182321,323.383720930233,561.163200899041,0,0,500,0.573275862068966,1,0,0,0,1,0.62,28.6666666666667,146.766492066864,8,12,15,252423.390681004,1566538.05413457,700,1200,2160
MI,muni,1600000US2646500,,,643,1675,2.6049766718507,0.507843137254902,272.962151394422,505.247340232612,0,0,439,0.496932515337423,1,0,0,0,1,0.581648522550544,19.7946768060837,73.3587574853864,8,10,12,215241.374331551,1448558.97292066,600,1000,1690
MI,muni,0600000US2615903140,,,10,31,3.1,0.5,209.75,396.463563449224,0,0,172.5,0,1,0,0,0,1,1,,,,,,1240,1084.43533693808,400,400,2500
MI,muni,1600000US2605140,,,1036,2537,2.4488416988417,0.515995872033024,338.808423913044,602.947813072977,0,0,512.5,0.307795698924731,0.998069498069498,0.00193050193050193,0,0,1,0.657281553398058,12.895652173913,5.73094503912365,8,12,15,267452.059084195,1609685.65385575,1000,1500,2500
MI,muni,0600000US2615909240,,,442,1214,2.74660633484163,0.610169491525424,300.39226519337,562.374709464983,0,0,330,0.360881542699725,1,0,0,0,1,0.658371040723982,14.3708609271523,4.71114408474167,10,15,15,1768.12714776632,1114.85619034789,1000,1500,2500
MI,muni,0600000US2615964280,,,456,1087,2.38377192982456,0.773809523809524,282.504451038576,528.780133227039,0,0,400,0.334302325581395,0.989035087719298,0.0109649122807018,0,0,1,0.638157894736842,12.6060606060606,4.72370380943083,9,12,15,1357.73195876289,728.487102796359,1000,1200,1600
MI,muni,1600000US2610180,,,3,6,2,1,240,339.411254969543,120,240,360,0.5,1,0,0,0,1,0,6,0,6,6,6,,,,,
MI,muni,1600000US2621040,,,648,1696,2.61728395061728,0.548013245033113,232,498.394067687996,0,0,200,0.404761904761905,0.996913580246914,0,0,0.00308641975308642,1,0.597523219814242,12.6511627906977,6.05056663621768,8,10,16,1752.94300518135,1063.91550385383,962.5,1600,2500
MI,muni,0600000US2615921060,,,951,2568,2.70031545741325,0.571095571095571,188.560332871013,405.683832192153,0,0,182,0.420249653259362,0.980021030494217,0.0199789695057834,0,0,1,0.604210526315789,10.5940860215054,6.9188026536169,6,10,12,36072.4146341463,589694.130734799,500,1000,1800
MI,muni,1600000US2636960,,,1674,4331,2.58721624850657,0.541612483745124,234.882930513595,460.980250415393,0,0,300,0.442684766214178,0.995221027479092,0.000597371565113501,0.0041816009557945,0,1,0.63016157989228,13.8973063973064,6.73576641702195,10,12,18,201801.890788224,1398371.28504229,1500,2400,3200
MI,muni,1600000US2646440,,,40,78,1.95,0.375,313.103448275862,417.92944934587,0,60,600,0.421052631578947,1,0,0,0,1,0.85,1000,0,1000,1000,1000,1078.82352941176,612.549390492903,625,1200,1500
MI,muni,0600000US2615963000,,,1749,4530,2.59005145797599,0.691421254801537,379.207518796992,681.852197257624,0,0,594,0.217125382262997,0.986849628359062,0.00857632933104631,0.00457404230989137,0,1,0.566609491137793,21.6221264367816,57.9704417270812,12,18,23,1092398.52573158,3116818.93388142,1500,2500,4500
MI,muni,1600000US2662980,,,7,13,1.85714285714286,0.285714285714286,546.142857142857,939.861767951619,0,0,811.5,0.285714285714286,1,0,0,0,1,1,,,,,,80,0,80,80,80
MI,muni,1600000US2674980,,,2324,5775,2.48493975903614,0.604136604136604,400.202266288952,679.153836442784,0,0,720,0.316355404640634,0.975903614457831,0.0236660929432014,0.000430292598967298,0,1,0.634913793103448,103.296341463415,393.20178931084,15,18,25,349016.862864902,1828329.49161593,1500,2500,4000
MI,muni,0500000US26159,,,2179,5369,2.46397430013768,0.665146909827761,437.234657039711,717.417605555397,0,0,720,0.294856459330144,0.989444699403396,0.00826067003212483,0,0.00229463056447912,1,0.556127221702526,76.4504405286344,366.159882132324,12,15,23,835424.158957107,2763118.33602569,1800,3000,4000
MI,muni,1600000US2603000,,,20611,51680,2.50739896171947,0.572561829211386,880.894021739131,1108.55670422554,0,560,1300,0.292564919157276,0.958323225462132,0.0392994032312843,0.000533695599437194,0.00184367570714667,1,0.530211184982401,90.6219616204691,511.971076468802,28,35,50,181820.559561129,1311104.27878421,3800,5500,8000
MI,muni,0600000US2616171940,,,9,27,3,0.25,757.5,493.853892023407,672.5,890,975,0.428571428571429,1,0,0,0,1,0,36.3333333333333,2,35,35,39,,,,,
MI,muni,0500000US26161,,,559,1376,2.46153846153846,0.772,729.818666666667,878.042675666926,0,390,1212.5,0.269662921348315,0.980322003577817,0.0196779964221825,0,0,1,0.399641577060932,34.1503067484663,42.6457910257661,22.5,28,35,49065.1748878924,669370.282156203,2000,4000,6000
MI,muni,1600000US2615020,,,2143,5418,2.52823145123658,0.475152129817444,399.596153846154,671.327525774799,0,0,661.5,0.29882932840419,0.986934204386374,0.0130657956136258,0,0,1,0.60865475070555,69.0762607626076,398.907413717777,14,18,23,736588.430448223,2608501.05750221,1800,2500,4000
MI,muni,1600000US2650660,,,1091,2680,2.45646196150321,0.458624127617149,470.332838038633,680.261836236387,0,100,840,0.265160523186683,1,0,0,0,1,0.645279560036664,81.6806282722513,334.547545893923,10,12,20,129992.0625,1123971.22097137,1400,2000,3000
MI,muni,1600000US2671140,,,1168,3088,2.64383561643836,0.459061637534499,426.642781875659,692.358331335348,0,0,800,0.340694006309148,0.985445205479452,0.0136986301369863,0,0.000856164383561644,1,0.619210977701544,21.5214446952596,7.12184617432573,20,20,25,155013.473684211,1225400.32772757,1500,2500,3500
MI,muni,1600000US2622160,,,1088,2945,2.70680147058824,0.595656670113754,675.186770428016,730.804574200648,0,500,1132.25,0.209476309226933,0.995404411764706,0.00459558823529412,0,0,1,0.507892293407614,19.9754716981132,10.0106447250468,15,20,25,477761.1023766,2129140.01637296,1700,2500,3500
MI,muni,1600000US2689140,,,9034,24339,2.69415541288466,0.66704176044011,817.594627594628,893.547424765434,0,612,1363.75,0.245304043298313,0.871374806287359,0.128625193712641,0,0,1,0.497384529771842,59.7506818181818,302.345325667788,20,25,35,178192.455806668,1309201.65683667,1800,3500,5000
MI,muni,1600000US2628360,,,1469,4096,2.78829135466304,0.662904439428142,561.500904159132,818.814463870495,0,0,1200,0.212669683257919,1,0,0,0,1,0.597527472527473,24.784588441331,9.17954480183624,18,25,30,210851.303448276,1423679.55808358,2500,3500,4800
MI,muni,0500000US26163,,,2146,5557,2.58946877912395,0.703629032258065,569.865500603136,837.963520207732,0,0,1067.5,0.221683827983041,0.977632805219012,0.0223671947809879,0,0,1,0.460727969348659,30.1384615384615,32.5936751358738,20,30,35,76148.2390852391,850070.713606958,1950,2800,4500
MI,muni,1600000US2669180,,,462,1322,2.86147186147186,0.475961538461538,451.970326409496,686.251324275034,0,0,850,0.218934911242604,1,0,0,0,1,0.664502164502165,19.2185430463576,13.0802110277243,12,15,25,2630.94462540717,1335.72827319012,1800,2400,3500
MI,muni,1600000US2632020,,,13,31,2.38461538461538,0.230769230769231,387.333333333333,700.974559690531,0,0,375,0.416666666666667,1,0,0,0,1,1,,,,,,2961.53846153846,923.34397846312,2500,2500,3000
MI,muni,1600000US2621000,,,45600,132191,2.89892543859649,0.658824647703239,730.604475033116,961.870728102261,0,80,1460.75,0.146839826839827,0.999407894736842,0.000175438596491228,0,0.000416666666666667,1,0.598428193990417,125.277749705238,592.180143775798,28,35,40,71381.0641299061,812997.129753488,3000,4500,6000
MI,muni,1600000US2640680,,,7039,21710,3.08424492115357,0.62669864108713,536.357232968881,716.306793864268,0,0,1200,0.1208237024585,0.618837903111237,0.381162096888763,0,0,1,0.677153024911032,18.5123456790123,7.18777862683858,15,17,22,37998.3573680891,596662.878445502,1500,2000,3000
MI,muni,1600000US2686000,,,10,30,3,0.1,411.428571428572,710.291690585133,0,0,630,0,0.5,0.5,0,0,1,0.5,20,0,20,20,20,3500,0,3500,3500,3500
MI,muni,1600000US2601380,,,3461,9445,2.72898006356544,0.778292521508934,820.717427385892,1059.57674698894,0,0,1700,0.120050020842018,1,0,0,0,1,0.808849045691151,33.8573619631902,11.403891772617,25,35,40,36897.8805863425,566175.090893383,3500,5000,5800
MI,muni,1600000US2674960,,,12,30,2.5,1,607.142857142857,839.85542973606,0,0,1125,0.142857142857143,1,0,0,0,1,1,,,,,,3000,1128.15214963553,2000,2500,4500
MI,muni,1600000US2624740,,,14806,44525,3.00722679994597,0.608856366928183,589.158283341024,790.133319214265,0,0,1200,0.136422136422136,0.872686748615426,0.125422126165068,0.00189112521950561,0,1,0.456685947601225,36.8810783572688,150.825074395453,20,25,32,46105.5914170765,655803.915591465,1800,2600,3500
MI,muni,1600000US2668760,,,14470,43207,2.98597097442986,0.557550158394931,568.642272642738,833.428015002553,0,0,1100,0.14135687732342,0.86496199032481,0.134208707671044,0,0.00082930200414651,1,0.461393859221611,33.969783797864,157.676567979704,20,25,32,48270.0546250189,671151.399273829,2000,3000,3800
MI,muni,1600000US2622000,,,1118073,3230083,2.88897326024329,0.634810451164068,641.228027664779,935.567636927464,0,0,1200,0.16123640799015,0.939192700297744,0.0601794337221273,0.000127898625581693,0.000499967354546617,1,0.478153156220071,71.70821148067,392.203705274818,25,30,40,56949.4215168821,723761.679862228,2500,3500,5000
MI,muni,1600000US2631420,,,2823,8312,2.94438540559688,0.596045197740113,631.004926108374,822.617189857533,0,0,1440,0.136710239651416,0.99964576691463,0.000354233085370174,0,0,1,0.848034006376196,22.9417249417249,10.1239448652413,15,20,30,22890.7744360902,456535.176665253,1200,1650,2500
MI,muni,1600000US2635480,,,5801,15921,2.74452680572315,0.618267831149927,895.331913987652,1494.87818978282,0,0,1130,0.256627783669141,0.974314773314946,0.0255128426133425,0,0.000172384071711774,1,0.614436925212563,86.2226294090701,290.578289532162,38,60,100,165807.306410619,1224049.4816226,7500,10000,15000
MI,muni,1600000US2635540,,,12282,34421,2.8025565868751,0.600865800865801,807.349651761381,1372.02398026544,0,0,1100,0.247908898518593,0.989496824621397,0.00960755577267546,8.14199641752158e-05,0.000814199641752158,1,0.600669770481091,98.7626094205919,576.632051619032,35,45,60,103598.838591243,941988.019938812,5900,10000,18000
MI,muni,1600000US2635520,,,4115,12981,3.15455650060753,0.610484927916121,971.828782524896,1524.67534195788,0,70,1196,0.378343949044586,0.977642770352369,0.0221142162818955,0,0.000243013365735115,1,0.799064269884265,68.4681647940075,61.4685431562585,35,48,80,150213.815716487,1115043.80534155,9000,12000,25000
MI,muni,1600000US2635580,,,2734,7481,2.73628383321141,0.832794830371567,835.214392803598,1146.06407085849,0,80,1500,0.127118644067797,0.908558888076079,0.0910753474762253,0.000365764447695684,0,1,0.676481835564054,35.7591687041565,56.3816722853051,20,30,40,66330.1300169587,750133.684067486,5000,6000,8000
MI,muni,1600000US2682453,,,517,1521,2.94197292069633,0.574596774193548,857.022935779817,1418.85916433181,0,0,1020,0.547945205479452,0.970986460348163,0.0290135396518375,0,0,1,0.631782945736434,66.8473684210526,68.0249943826754,30,40,58.75,666488.779141104,2329056.38245603,14000,20000,125000
MI,muni,1600000US2636700,,,380,760,2,0.846796657381616,748.923076923077,883.536278358556,0,520,1325,0.129230769230769,0.984210526315789,0.0157894736842105,0,0,1,0.0526315789473684,27.6883852691218,14.2413971619316,20,30,38,2535,1180.63876555738,1500,2500,3125
MI,muni,1600000US2636280,,,42686,131298,3.07590310640491,0.495414890453058,440.492559567315,609.572903566022,0,0,850,0.165493883033081,0.940964250573959,0.0589888956566556,0,4.68537693857471e-05,1,0.50108567382582,30.5471617381383,135.81150496088,20,24,27,29926.3596156564,521835.077842601,1750,2300,3000
MI,muni,1600000US2638180,,,29814,84482,2.83363520493728,0.62060691601976,656.604660490114,929.155697852116,0,0,1200,0.167595748947263,0.975380693633863,0.0241161870262293,0,0.000503119339907426,1,0.420079577416478,41.8169852897386,149.087704699025,28,35,42,44923.4753000735,630993.254913723,3200,4500,6000
MI,muni,1600000US2647800,,,15101,43260,2.86471094629495,0.663119781275401,655.004210123433,866.947388668491,0,0,1400,0.14823282842717,0.999735116879677,0,0.000264883120323157,0,1,0.64759877610749,32.8830453768749,116.070819918717,20,28,35,37059.6353738702,581052.407009522,2000,3000,4000
MI,muni,1600000US2652940,,,4678,13453,2.87580162462591,0.616487455197133,617.275415896488,815.064567716225,0,0,1200,0.0948275862068965,0.998503634031638,0,0.00149636596836255,0,1,0.615269140038602,34.4194272880404,173.546483246096,20,25,30,222084.76124085,1465374.48723664,1500,2500,3500
MI,muni,1600000US2668880,,,552,1663,3.01268115942029,0.476861167002012,498.923395445135,706.462815643684,0,0,1200,0.0495867768595041,1,0,0,0,1,0.557971014492754,128.139344262295,492.026385514402,20,25,30,3355.68181818182,1523.53155318312,2500,3500,3500
MI,muni,1600000US2680420,,,5250,15812,3.01180952380952,0.629151681827798,701.835705045278,976.813794485669,0,0,1400,0.172936259143156,0.998857142857143,0.000952380952380952,0,0.000190476190476191,1,0.49711093990755,33.0445639646562,166.083215427696,20,25,35,11729.789228981,278214.263676219,2200,3500,5000
MI,muni,1600000US2684940,,,4165,12083,2.90108043217287,0.628952181865691,628.37507788162,871.065522811887,0,0,1260,0.197503900156006,0.999759903961585,0.000240096038415366,0,0,1,0.527866437515345,74.6313052522101,354.988765629147,20,25,35,73696.6093023256,832217.15511019,2500,4000,5000
MI,muni,1600000US2669420,,,15,44,2.93333333333333,1,829,878.53982392503,0,710,1545,0.6,1,0,0,0,1,0.866666666666667,40,0,40,40,40,2984.61538461538,233.973480855395,3000,3000,3200
MI,muni,0600000US2616359000,,,6,12,2,0.5,233.333333333333,382.970843102535,0,0,375,0.333333333333333,1,0,0,0,1,1,,,,,,2150,383.405790253616,1800,2150,2500
MI,muni,1600000US2665060,,,4330,11547,2.66674364896074,0.617026557458426,601.471849865952,897.337161995045,0,0,1137,0.217933491686461,0.999538106235566,0.00046189376443418,0,0,1,0.611380985426787,37.2340298507463,145.088326948331,20,30,35,34308.3321982596,549224.995583546,2500,3500,5000
MI,muni,1600000US2607020,,,1188,3248,2.73400673400673,0.745353159851301,492.565621370499,792.887856481779,0,0,1000,0.270207852193995,1,0,0,0,1,0.635214827295703,56.4665127020785,413.449327822565,18,20,25,56903.3050397878,726626.787164456,2500,3500,4575
MI,muni,1600000US2688900,,,23748,71550,3.01288529560384,0.547529036665908,625.493208589303,853.98436913338,0,0,1279,0.160574486060265,0.999957891190837,4.21088091628769e-05,0,0,1,0.587151689675616,30.3610480709717,83.6928058172503,20,25,35,38165.1213847818,587180.958000681,2200,3000,4400
MI,muni,0600000US2616574220,,,85,254,2.98823529411765,0.25974025974026,257.927272727273,430.151129968055,0,0,374,0.145454545454545,1,0,0,0,1,0.858823529411765,5.91666666666667,1.88092498199125,4,5,8,369.86301369863,221.851383880472,250,300,500
MI,muni,1600000US2612320,,,9751,26935,2.76228079171367,0.551774157554117,392.10332153553,650.306010658703,0,0,625,0.210302142952216,0.999794892831505,0,0.000205107168495539,0,1,0.603599875866349,27.526980784417,156.46497974092,10,14,20,142282.285175664,1176992.42755581,750,1500,2500
