state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
TN,muni,0500000US47131,,,8984,23919,2.66239982190561,0.673837279173176,291.782290934645,526.105206120178,0,0,480,0.316715542521994,0.758459483526269,0.240761353517364,0,0.000779162956366875,1,0.394515948517068,22.7851040118871,157.765481995222,6,10,15,87209.3869503546,918534.607267456,600,1800,3000
TN,muni,0500000US47183,,,6041,15470,2.56083429895713,0.610922719971444,219.532974984495,498.543585637704,0,0,252,0.244435284418796,0.861446780334382,0.138553219665618,0,0,1,0.453091151474754,31.2198083067093,144.058773617837,5,8,12,126694.823464509,1111245.53362336,600,1500,2400
TN,muni,0500000US47133,,,1548,4715,3.04586563307494,0.605017921146953,638.067669172932,1020.11737588002,75,320,804.5,0.135016465422613,0.974160206718346,0.0258397932816537,0,0,1,0.638020833333333,85.0685920577617,469.871529118475,5,6,13,460835.463265306,2093787.06033906,500,1400,3000
TN,muni,0500000US47141,,,2827,8375,2.96250442164839,0.625755287009064,399.396758703481,725.429081991132,0,38,600,0.236449864498645,0.994340290060135,0.00495224619738238,0,0.000707463742483198,1,0.457930540637308,18.3591644204852,110.487491978006,7,10,15,3520.42220484754,3052.61297061454,1700,2800,4000
TN,muni,0500000US47143,,,3065,8967,2.92561174551387,0.578947368421053,331.394019349164,650.677392794212,0,0,480,0.243505063848525,0.841761827079935,0.157911908646003,0,0.00032626427406199,1,0.431301482701812,39.3950091296409,246.544882720244,5,10,18,299937.718105424,1700478.7051568,500,1500,3000
TN,muni,0500000US47147,,,7715,22502,2.91665586519767,0.777481772293887,259.29572740113,547.835297899549,0,0,300,0.261490250696379,0.752559948152949,0.247440051847051,0,0,1,0.339876169147675,32.9752265861027,292.568445524898,6,8,11,122720.873643411,1089479.67871456,600,1500,4000
TN,muni,0500000US47153,,,247,615,2.48987854251012,1,354.770053475936,607.67956818788,0,0,600,0.26063829787234,1,0,0,0,1,0.550607287449393,136.424528301887,312.570965598998,6,8,118.75,148124.897058824,1208047.74125126,400,1000,1500
TN,muni,0500000US47155,,,741,2218,2.99325236167341,0.741797432239658,278.822695035461,531.616293250651,0,0,468,0.236749116607774,0.994601889338731,0.00539811066126856,0,0,1,0.433198380566802,27.4565756823821,137.374220988601,7,10,15,251776.866043614,1560903.13546711,1500,2500,4000
TN,muni,0500000US47157,,,201220,569852,2.83198489215784,0.710811320246654,518.625354332795,860.290337427961,0,105,750,0.180794854123593,0.635901003876354,0.363785905973561,0.000193817711957062,0.000119272438127423,1,0.389847762242389,44.2535113976514,326.248858455342,9,15,25,140545.952358571,1161838.80339487,1500,3000,5000
TN,muni,0500000US47159,,,810,2224,2.74567901234568,0.661643835616438,236.869085173502,502.970880243516,0,0,277.5,0.21608832807571,0.945679012345679,0.054320987654321,0,0,1,0.481481481481482,12.8849315068493,7.29352549011561,8,12,17,2904.11282051282,1623.13254454517,2000,2500,3500
TN,muni,0500000US47163,,,18307,56054,3.06188889495821,0.669893514036786,614.183281507225,809.121059051866,0,360,1000,0.173973989564676,0.947779537881684,0.0503632490304255,5.46239143497023e-05,0.00180258917354018,1,0.451436845622633,42.5294420954935,275.618899250766,10,15,25,171423.42289662,1283986.05208932,1600,3000,4500
TN,muni,0500000US47165,,,6168,16846,2.73119325551232,0.762643878618765,311.300422503891,535.970275642365,0,0,480,0.1908203125,0.767509727626459,0.232490272373541,0,0,1,0.446204081632653,17.0309960878724,57.3611660768105,6,10,15,170558.9575558,1286334.95546768,500,1800,3500
TN,muni,0500000US47167,,,3521,9374,2.66231184322636,0.547518159806295,229.139668826494,486.136794540693,0,0,208,0.227547035853745,0.647259301334848,0.352740698665152,0,0,1,0.490318906605923,11.4738636363636,31.8650401418955,5,8,12.25,72199.7636469222,831904.877437786,600,2000,3500
TN,muni,0500000US47169,,,1005,2704,2.69054726368159,0.587002096436059,199.803129074316,459.938923849307,0,0,200,0.300511508951407,0.753233830845771,0.246766169154229,0,0,1,0.409950248756219,27.6408094435076,146.961950929366,5,8,11,1884.75970873786,1778.17325494491,475,1500,2750
TN,muni,0500000US47171,,,2921,8627,2.95344060253338,0.576117318435754,1347.9464469619,1129.83630563967,480,1020,1937,0.114977307110439,0.992468332762753,0.00753166723724752,0,0,1,0.589285714285714,137.280984719864,753.514201360337,10,15,20,136032.000582751,1150043.3142708,1200,1800,2500
TN,muni,0500000US47177,,,4460,12369,2.77331838565022,0.731259186673199,235.600692440854,464.026004196908,0,0,359,0.154771451483561,0.884304932735426,0.115695067264574,0,0,1,0.434567901234568,25.916100679185,204.498112876186,5,8,12,38141.8393595041,600258.70286703,600,1500,2500
TN,muni,0500000US47179,,,15354,45972,2.99413833528722,0.681317852834741,421.200965250965,701.524703419422,0,0,675,0.197741619987552,0.903477921062915,0.0952846163866094,0.000976944118796405,0.000260518431679041,1,0.399934447722058,36.8386809269162,284.38212168143,10,15,25,292543.834289461,1673350.10328309,1500,2500,4500
TN,muni,0500000US47187,,,3105,8921,2.8731078904992,0.631333093783687,349.767647058824,640.02165543334,0,0,480,0.195971464540495,0.611272141706924,0.388727858293076,0,0,1,0.376968503937008,14.7715039577836,25.504933175155,6,10,18,133319.062663185,1135272.64219434,600,2500,4000
TN,muni,0500000US47189,,,4689,13220,2.81936447003626,0.664839682104686,279.436721129881,569.099565867012,0,0,400,0.25351724137931,0.831094049904031,0.168905950095969,0,0,1,0.452248394004283,16.7271578947368,159.593274111619,6,10,14,778323.512784091,2676333.02657821,750,1600,3000
TN,muni,0500000US47093,,,44867,128251,2.85847059085742,0.715565185987721,504.383704297076,817.256496198368,0,0,760,0.164701919838329,0.917734637929882,0.0821762096864065,6.68642877838946e-05,2.22880959279649e-05,1,0.359203483625147,38.9885932918544,262.645535510967,12,16,25,76210.5127541356,848747.105364867,1600,2500,4000
UT,muni,0500000US49003,,,7731,22442,2.90285862113569,0.482072869792423,266.485094850949,533.562853427827,0,0,300,0.294891640866873,0.996119518820334,0,0.000129349372655543,0.00375113180701074,1,0.697414577107964,49.2234881682735,321.06829571508,10,14.5,20,112293.156482861,1042453.97745981,1200,2000,3000
UT,muni,0500000US49005,,,15510,46290,2.98452611218569,0.457122353785432,314.818657782009,636.817254543124,0,0,360,0.250486156125567,0.999742101869762,0,0,0.000257898130238556,1,0.713498801114639,20.5832757429164,59.6017875157574,10,15,25,133578.528337875,1135865.51663218,1500,2500,4000
UT,muni,0500000US49007,,,8823,26672,3.0230080471495,0.626966584319334,419.829810725552,771.419888365348,0,0,605,0.219052147725472,0.992066190638105,0.00362688427972345,0.00102006120367222,0.00328686387849938,1,0.442850532161037,34.0334897610922,194.484751841828,11,16,24,143456.003134796,1179173.83573749,1000,2000,3500
UT,muni,0500000US49011,,,3858,11685,3.02877138413686,0.339859731151373,369.051445369917,650.970589678663,0,0,550,0.344666977177457,0.994556765163297,0,0,0.00544323483670296,1,0.78564022809746,35.1331719128329,203.598563283285,8,10,15,203431.158033652,1404211.850249,1000,2000,3000
UT,muni,0500000US49021,,,1296,3827,2.95293209876543,0.522927689594356,349.518691588785,621.115536427593,0,0,500,0.217491369390104,1,0,0,0,1,0.654798761609907,20.0411899313501,30.1584979192591,10,15,25,84914.8061465721,906196.075496874,600,1500,3000
UT,muni,0500000US49023,,,3708,10462,2.82146709816613,0.402327776030198,296.364500792393,548.391587099885,0,0,400,0.249709189608375,1,0,0,0,1,0.695980577286215,184.873175182482,657.287551573349,8,11,20,109697.354263566,1036173.86552135,400,875,1500
UT,muni,0500000US49029,,,1054,3142,2.98102466793169,0.380368098159509,322.48109517601,566.263624814763,0,0,480,0.813793103448276,1,0,0,0,1,0.681214421252372,14.360119047619,6.18216635826858,10,15,20,2125.02506963788,1433.7558607618,1000,2000,3000
UT,muni,0500000US49035,,,112896,308869,2.73587195294785,0.610121358030757,574.380252254004,932.130703978427,0,0,1000,0.194682943207982,0.994703089569161,0.00299390589569161,2.65731292517007e-05,0.00227643140589569,1,0.590300703315631,101.463512154999,496.054112880429,16,24,35,103768.563067992,994605.366695073,2200,3400,4500
UT,muni,0500000US49043,,,2403,7532,3.1344153141906,0.577757685352622,508.663447251114,634.764908940319,0,244,900,0.164720344191764,0.995006242197253,0,0,0.00499375780274657,1,0.624946785866326,15.0034522439586,8.67201851468114,10,12,17,82588.4066757493,900650.877989575,300,600,1000
UT,muni,0500000US49045,,,5575,16593,2.97632286995516,0.520846044335977,635.981001727116,814.18018555634,0,100,1283,0.173370319001387,0.997130044843049,0,0,0.00286995515695067,1,0.643351548269581,19.6532507739938,43.0424925084775,10,16,22,36185.3238958097,581845.404639302,1200,2000,3000
UT,muni,0500000US49047,,,1318,4155,3.15250379362671,0.554317548746518,300.059196617336,659.056647198797,0,0,360,0.244855967078189,1,0,0,0,1,0.660592255125285,34.3287671232877,215.07298882164,8,12,18,2178.40229885058,1580.31392243296,1000,1800,3000
UT,muni,0500000US49049,,,16202,45858,2.83039130971485,0.546150604102276,273.72167539267,553.717666113493,0,0,325,0.256287057861378,0.998889026046167,0.000802370077768177,0,0.000308603876064683,1,0.732764484016571,37.0266824085006,186.448398202996,8,11,18,221434.372036115,1464602.96709763,1000,2000,2700
UT,muni,0500000US49051,,,2846,8593,3.01932536893886,0.393501805054152,321.213857428381,593.004626374177,0,0,515,0.307843137254902,1,0,0,0,1,0.719957835558679,18.0320102432779,61.9183519432163,10,13,18,80039.3304050757,880253.584922515,1000,1600,2500
UT,muni,0500000US49053,,,3924,13043,3.32390417940877,0.490861618798956,205.668634395907,436.596346390079,0,0,200,0.32033096926714,0.999745158002039,0,0.000254841997961264,0,1,0.769270035732517,38.1095132743363,283.262980305016,8,14,20,11820.3278035833,315332.257336023,600,1500,3000
UT,muni,0500000US49057,,,36470,101007,2.76959144502331,0.577649208282582,510.545030512691,837.397519691495,0,0,820,0.182963476652797,0.988428845626542,0.00674527008500137,0.000438716753496024,0.00438716753496024,1,0.59721030636814,63.0925591098748,448.139350555257,15,20,26,78228.98558784,862938.164703825,1800,2846,4000
VA,muni,0500000US51065,,,255,711,2.78823529411765,0.516129032258065,460.549504950495,800.550824067515,0,0,715,0.172413793103448,0.956862745098039,0.0431372549019608,0,0,1,0.513725490196078,170.435483870968,415.781588261388,10,13,20.75,233085.488549618,1500988.64709052,2500,4000,6000
VA,muni,0500000US51009,,,848,2320,2.73584905660377,0.470437017994859,624.32320441989,696.794968164603,130,334,900,0.458992805755396,0.629716981132076,0.370283018867925,0,0,1,0.570749108204518,20.5795454545455,107.153081282261,5,10,20,106954.227083333,1016065.6339488,1200,2600,4115
VA,muni,0500000US51011,,,26,162,6.23076923076923,0.923076923076923,702.5,692.408737668727,225,392.5,1088,0.0769230769230769,1,0,0,0,1,0.272727272727273,,,,,,4000,0,4000,4000,4000
VA,muni,0500000US51820,,,7056,22093,3.13109410430839,0.655166880616175,537.411533162763,755.503777340406,0,156,930,0.150420003907013,0.903202947845805,0.096797052154195,0,0,1,0.407541173071367,39.10875,314.942890345984,10,16,25,237711.705423609,1511264.93465352,1500,3000,5850
VA,muni,0500000US51019,,,5825,17020,2.92188841201717,0.475260416666667,397.013038674033,693.121782932091,0,0,676,0.184765711747724,0.84137339055794,0.15862660944206,0,0,1,0.515198888309884,18.495867768595,97.6260889105667,8,11,15,23684.4679703304,449244.232663407,1500,3000,4500
VA,muni,0500000US51023,,,453,1310,2.89183222958057,0.547215496368039,318.410714285714,567.655464461166,0,0,405,0.205882352941176,0.869757174392936,0.130242825607064,0,0,1,0.531531531531532,17.1909547738693,19.519058766867,8,10,18,2482.1186440678,1808.02577259682,1175,2000,3500
VA,muni,0500000US51029,,,419,1337,3.1909307875895,0.614634146341463,355.778723404255,486.376997097987,0,100,600,0.0364372469635628,0.914081145584726,0.0859188544152745,0,0,1,0.365155131264916,9.03409090909091,4.95557955764615,5,7,10,3105.34640522876,2589.81829102541,1000,3000,4000
VA,muni,0500000US51031,,,3633,11943,3.28736581337737,0.713800555727076,404.013051823417,595.645296580132,0,120,686,0.23822188449848,0.846132672722268,0.153867327277732,0,0,1,0.448098370031456,14.7611398963731,86.7695651226093,7,10,15,41109.5839183153,617628.483892168,1000,2000,4000
VA,muni,0500000US51033,,,268,748,2.7910447761194,0.458823529411765,419.338461538462,705.201088750535,0,0,710,0.45959595959596,0.985074626865672,0.0149253731343284,0,0,1,0.638059701492537,18.5670103092784,8.45318876777531,13,17,23,4591.22807017544,2425.49793808983,3000,4000,6000
VA,muni,0500000US51570,,,2175,5917,2.72045977011494,0.540632603406326,607.221958456973,876.907264056508,0,0,1020,0.199170124481328,0.999540229885057,0.000459770114942529,0,0,1,0.552204176334107,55.820704375667,338.810620586417,17,23,25,255525.611764706,1567735.44033678,2500,3400,4500
VA,muni,0500000US51041,,,1074,2928,2.72625698324022,0.641547861507128,536.173553719008,781.414631816872,0,0,934,0.15839243498818,0.972067039106145,0.0279329608938548,0,0,1,0.463917525773196,34.2468468468469,140.320064656106,14,18,25,184905.680808081,1337016.98840422,2000,3000,4000
VA,muni,0500000US51043,,,1442,3903,2.70665742024965,0.371087928464978,363.000913242009,595.945049335355,0,0,600,0.354260089686099,0.918169209431345,0.0818307905686547,0,0,1,0.494452149791956,57.9254143646409,249.810229419276,10,15,20,256140.649368864,1569206.76443325,2000,3500,5400
VA,muni,0500000US51045,,,243,654,2.69135802469136,0.524663677130045,288.973821989529,552.350607900405,0,0,428,0.235602094240838,1,0,0,0,1,0.510288065843621,11.4957983193277,5.56909442411806,7,10,15,3007.66129032258,1410.48691867655,2500,3000,4000
VA,muni,0500000US51047,,,2258,6431,2.848095659876,0.560402684563758,340.853375527426,643.347658443305,0,0,416,0.271733472149922,0.748007085916741,0.25199291408326,0,0,1,0.419857524487979,164.849571317225,943.996070901644,8,15,25,121291.804878049,1073792.77175194,2500,4500,6000
VA,muni,0500000US51051,,,1088,3792,3.48529411764706,0.645833333333333,342.850940665702,578.377074293194,0,0,560,0.185238784370478,0.909926470588235,0.0900735294117647,0,0,1,0.562955254942768,15.1893333333333,31.5986511140612,5,10,15,2773.99260628466,2233.78634541942,1000,2500,4000
VA,muni,0500000US51053,,,5,8,1.6,0.8,1165.8,713.555323713586,660,1450,1627,0,1,0,0,0,1,0.6,,,,,,9999998,0,9999998,9999998,9999998
VA,muni,0500000US51059,,,1936,6809,3.51704545454545,0.554555680539933,428.418848167539,745.42110650493,0,0,685,0.237410071942446,0.871384297520661,0.128615702479339,0,0,1,0.671502590673575,104.822413793103,679.450871324326,12,18,25,127781.186728395,1104178.57237024,2500,4000,6000
VA,muni,0500000US51013,,,18,38,2.11111111111111,0.583333333333333,743.181818181818,1163.86913509912,0,400,727.5,0.272727272727273,0.888888888888889,0.111111111111111,0,0,1,0.5,,,,,,21666.6666666667,7607.01430698449,15250,25000,27250
VA,muni,0500000US51061,,,1390,3946,2.83884892086331,0.586339217191098,356.761343012704,698.004387917739,0,0,480,0.297370806890299,0.846762589928058,0.153237410071942,0,0,1,0.400290065264685,67.415961305925,458.512951844166,10,18,30,60781.1938405797,735435.359037807,2500,4000,6800
VA,muni,0500000US51063,,,459,1219,2.6557734204793,0.521739130434783,272.929113924051,521.223536170272,0,0,436,0.633838383838384,0.954248366013072,0.0457516339869281,0,0,1,0.5119825708061,9.89285714285714,5.66444149373064,5,10,13,4986.3829787234,3195.61426590588,2900,5000,6000
VA,muni,0500000US51075,,,133,422,3.17293233082707,0.674603174603175,308.127659574468,459.074506896904,0,0,477,0.106382978723404,0.225563909774436,0.774436090225564,0,0,1,0.526315789473684,13.2063492063492,5.96808374216611,9.5,13,15,2255.85714285714,1524.36681353099,600,2000,3500
VA,muni,0500000US51067,,,1171,3420,2.92058070025619,0.33609576427256,578.389010989011,875.784530448842,0,204,823.5,0.169715447154472,0.893253629376601,0.106746370623399,0,0,1,0.61340206185567,91.5448275862069,486.844144374896,8,13,20,367744.009803922,1873808.64382091,2000,3200,5000
VA,muni,0500000US51069,,,952,2860,3.00420168067227,0.385906040268456,257.359327217125,473.686914903556,0,0,419,0.571851851851852,0.858193277310924,0.141806722689076,0,0,1,0.560924369747899,55.0239234449761,387.207483034488,6,8,10,1793.4456928839,1345.34501452773,1000,1500,2000
VA,muni,0500000US51071,,,1785,6210,3.47899159663866,0.667694204685573,362.487084870849,640.644965891404,0,0,576,0.165818181818182,0.994397759103641,0.00560224089635854,0,0,1,0.445589919816724,15.7290589451913,11.8864979616617,8,10,20,4682.39074550129,8372.67753796328,1500,3000,5000
VA,muni,0500000US51079,,,208,511,2.45673076923077,0.375,274.106145251397,497.277176023075,0,0,355,0.343434343434343,0.985576923076923,0.0144230769230769,0,0,1,0.58128078817734,88.038961038961,478.672848436681,7,10,12,343782.983050848,1816490.26743353,3000,5000,6500
