fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,through
"52303",Interurban,Milwaukee WI USA,Milwaukee Electric Railway and Light Company,TMER&L to Belgium,"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,16.1430908886211,,"0"
"52304",Interurban,Milwaukee WI USA,Milwaukee Electric Railway and Light Company,TMER&L Belgium to Oostburg,"1897",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1938",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,14.0895326083282,,"0"
"52305",Interurban,Milwaukee WI USA,Milwaukee Electric Railway and Light Company,TMER&L Oostburg to near Sheboygan,"1897",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1938",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,11.5717347222316,,"0"
"52306",Streetcar,Sheboygan WI USA,Milwaukee Electric Railway and Light Company,TMER&L Sheboygan,"1885",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1935",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,5.41560415317616,,"0"
"52307",Streetcar,Chicago IL USA,Evanston Rail Company,Evanston Rail Company,"1895",,,closed,Year open is estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1935",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,5.27594754074989,,"0"
"52308",Streetcar,Chicago IL USA,Evanston Rail Company,North Shore and Western Railway | Evanston Rail Company,"1895",,,closed,Year open is estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1935",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,8.06936674740831,,"0"
"52309",Streetcar,Chicago IL USA,Evanston Rail Company,Evanston Rail Company ,"1895",,,closed,Year open is estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1935",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,1.53536774637256,,"0"
"52310",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Maple to Greenleaf Wilmette,1.68779748228471,,"0"
"52311",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Wilmette (Downtown) to South,7.24082840835289,,"0"
"52312",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,South to Ravinia,4.45704964310174,,"0"
"52313",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Upton Junction NSL to Mun (S),0.697045268132573,,"0"
"52314",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,North Chicago Jct,0.94083085838105,,"0"
"52315",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,North Chicago Jct 2,0.815202340611709,,"0"
"52316",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Upton Jnct to North Chicago Jnct,4.05217508351446,,"0"
"52317",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Broadway to 10th,1.84314632337882,,"0"
"52318",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,10th to Belvidere,1.51496124304232,,"0"
"52319",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Ravinia to Highwood,4.78289075221896,,"0"
"52320",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Highwood to Lake Bluff,8.90183619605426,,"0"
"52321",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,Merchant's Curve to Washington,0.554434955954123,,"0"
"52322",Interurban,Chicago IL USA,CNS&M,CNS&M Chicago Division (Short Line Route),"1899",,,closed,,,at grade,,,"1955",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,22nd to Broadway (North Chicago),0.686539720734263,,"0"
"52323",Interurban,Chicago IL USA,Gary & Interurban,Gary to Crown Point,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,22.83832400284,,"0"
"52324",Interurban,Chicago IL USA,Gary & Interurban,GI to Hobart,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,8.26610995221304,,"0"
"52325",Interurban,Chicago IL USA,Gary & Interurban,GI Broadway to Vermont,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,1.04570533470755,,"0"
"52326",Interurban,Chicago IL USA,Gary & Interurban,GI Virginia and Tube Works,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,3.72132931906901,,"0"
"52327",Interurban,Chicago IL USA,Gary & Interurban,GI Main Gate,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,0.602366335869598,,"0"
"52328",Interurban,Chicago IL USA,Gary & Interurban,GI to Hammond,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,14.4466894616729,,"0"
"52329",Interurban,Chicago IL USA,Gary & Interurban,GI Kennedy to 9th,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,7.15061953321011,,"0"
"52330",Interurban,Chicago IL USA,Gary & Interurban,GI Summer-Sibley,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,5.44864055041933,,"0"
"52331",Interurban,Chicago IL USA,Gary & Interurban,GI to Valpo,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,22.6832122986636,,"0"
"52332",Interurban,Chicago IL USA,Gary & Interurban,GI into Valpo,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,23.7087348672929,,"0"
"52333",Interurban,Chicago IL USA,Gary & Interurban,GI Aetna,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,4.83673402270556,,"0"
"52334",Interurban,Chicago IL USA,Gary & Interurban,GI Kirk Yards,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,2.89875909742738,,"0"
"52335",Interurban,Chicago IL USA,Gary & Interurban,GI Bridge,"1908",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1945",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,0.768069250821294,,"0"
"52336",Interurban,Chicago IL USA,Hammond Whiting & East Chicago Railway,HW&EC,"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,7.88933081339459,,"0"
"52337",Interurban,Chicago IL USA,Hammond Whiting & East Chicago Railway,HW&EC State-Sibley,"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,1.95431536242269,,"0"
"52338",Interurban,Chicago IL USA,Hammond Whiting & East Chicago Railway,HW&EC into Chicago,"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,16.4259318484489,,"0"
"52339",Interurban,Chicago IL USA,Hammond Whiting & East Chicago Railway,HW&EC Sheffield-Calumet,"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,7.02771084046165,,"0"
"52340",Interurban,Chicago IL USA,Hammond Whiting & East Chicago Railway,HW&EC thru cars to Chicago (63rd),"1892",,,closed,Years open and closed are estimated,https://www.google.com/maps/d/u/0/viewer?mid=1eG3XPnoAg-M2Zw5eIzd7k_yqb3g,at grade,,,"1940",,,,Chicago Historic Interurban and Rapid Transit Map,"0",USA,,,11.0367073593723,,"0"
"52343",Commuter Rail,Montreal QC CAN,Exo,Exo 15,"2014",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Exo 15 Mascouche line,64.349501719484,,"0"
"52345",Bus Rapid Transit,Houston TX USA,Houston Metro,University Corridor,,1566,,cancelled,Killed by administration hostile to BRT program.,https://www.ridemetro.org/about/metronext/metrorapid/metrorapid-university-corridor-project,"elevated; at grade",2026-2029,,"2024",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,University Corridor BRT,40.7115265229218,,"0"
"52366",Bus Rapid Transit,Richmond VA USA,GRTC,GRTC Pulse North-South Corridor,,,,proposed,,,at grade,2029-,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,GRTC Pulse North-South Corridor,18.2358981673702,,"0"
"52420",Commuter Rail,Mexico MEX,Mexico City Metro,El Insurgente,"2024",1978,"230000",existing,,https://trenelinsurgente.mx/,"subway; elevated; at grade",2014-2024,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Tren Interurbano Lerma–Santa Fe,30.0165986821611,,"0"
"52430",Intercity Rail,Yucatan MEX,Mexican Government,Tren Maya,"2024",,,existing,,,at grade,2018-2024,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Tren Maya Chetumal Aeropuerto–Escarcega,255.620002299514,,"0"
"52432",Intercity Rail,Yucatan MEX,Mexican Government,Tren Maya,"2023",,,existing,,,at grade,2018-2023,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Tren Maya Cancun–Campeche,470.197276441649,,"0"
"52433",Intercity Rail,Yucatan MEX,Mexican Government,Tren Maya,"2024",,,existing,,,at grade,2018-2024,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Tren Maya Campeche–Palenque,386.571506141978,,"0"
"52691",Light Rail,Portland OR USA,Tri-Met/ODOT/WSDOT,MAX Yellow Line,,,,planned,,https://www.interstatebridge.org/nextsteps,highway,2026-2031,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Interstate Bridge Replacement Program,2.98154839567852,,"0"
"52692",Metro,Chicago IL USA,Chicago Transit Authority,East 63rd Branch,"1893",,,closed,Extension into Jackson Park only open in 1893.,,elevated,,,"1982",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,East 63rd Branch University–Jackson Park,1.06912373937166,,"0"
"52693",Streetcar,Philadelphia PA USA,SEPTA,15-Girard,"2005",,,existing,Previously open 1859-1992.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,15-Girard,14.5764582695085,,"0"
"53461",Metro,Montreal QC CAN,STM,Ligne Orange,"1967",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Place d'Armes–Bonaventure,0.857557839780459,,"0"
"53462",Metro,Montreal QC CAN,STM,Ligne Orange,"1980",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Bonaventure–Place-Saint-Henri,3.26205208616539,,"0"
"53463",Metro,Montreal QC CAN,STM,Ligne Orange,"1966",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange (Initial system),11.3326875642956,,"0"
"53464",Metro,Montreal QC CAN,STM,Ligne Orange,"1981",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Place-Saint-Henri–Snowdon,4.00234827687463,,"0"
"53465",Metro,Montreal QC CAN,STM,Ligne Orange,"1982",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Snowdon–Plamondon,1.23585317081389,,"0"
"53466",Metro,Montreal QC CAN,STM,Ligne Orange,"1984",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Plamondon–Du College,3.54644209967131,,"0"
"53467",Metro,Montreal QC CAN,STM,Ligne Verte,"1978",,,existing,Other phases of the line opened up until 1978.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Verte Atwater–Angringon,8.66545571463571,,"0"
"53468",Metro,Montreal QC CAN,STM,Ligne Verte,"1966",,,existing,Other phases of the line opened up until 1978.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Verte Atwater–Frontenac,6.21216567705074,,"0"
"53469",Metro,Montreal QC CAN,STM,Ligne Bleue,"1987",,,existing,Other phases of the line opened up until 1988.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Bleue De Castelnau–Parc,0.473716083716727,,"0"
"53470",Metro,Montreal QC CAN,STM,Ligne Bleue,"1988",,,existing,Other phases of the line opened up until 1988.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Bleue Parc–Snowdon,6.10798236601897,,"0"
"53691",Bus Rapid Transit,Madison WI USA,City of Madison,Metro Rapid Route B,,,,planned,,https://www.cityofmadison.com/metro/routes-schedules/bus-rapid-transit/north-south-brt-line,at grade,"-2028",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Madison North-South BRT (south),9.1126648700214,,"0"
"53692",Bus Rapid Transit,Madison WI USA,City of Madison,Metro Rapid Route B,,,,planned,,https://www.cityofmadison.com/metro/routes-schedules/bus-rapid-transit/north-south-brt-line,at grade,"-2028",,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Madison North-South BRT (north),10.1529476844872,,"0"
"53693",Arterial Rapid Transit,Houston TX USA,Metro,82 Westheimer BOOST,,,,uc,,https://www.ridemetro.org/about/plans-projects/current-metro-projects/82-westheimer,at grade,2025-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,82 Westheimer BOOST,32.3014985596035,,"0"
"53714",Commuter Rail,Montreal QC CAN,Exo,Vaudreuil-Hudson Line,"1887",,,closed,,,at grade,,,"2010",,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Hudson–Rigaud,12.9570427113367,,"0"
"53715",Metro,New York NY USA,MTA,Q,,,,proposed,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,2nd Ave Subway Phase 3 Lexington Ave-Broadway,1.58547775954397,,"0"
"53747",Bus Rapid Transit,Spokane WA USA,Spokane STA,Division Street BRT,,167,"4300",planned,,https://www.spokanetransit.com/division-street-brt/,at grade,2027-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Division Street BRT,17.5681634025577,,"0"
"53748",Bus Rapid Transit,Cincinnati OH USA,SORTA,Reading Road Corridor BRT,,167,"7000",planned,,https://www.metrobrtstudy.com/,at grade,2026-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Reading Road Corridor BRT,16.3329575421726,,"0"
"53749",Bus Rapid Transit,Cincinnati OH USA,SORTA,Hamilton Avenue Corridor BRT,,172,"7700",planned,,https://www.metrobrtstudy.com/,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Hamilton Avenue Corridor BRT,14.0930025528712,,"0"
"54051",Bus Rapid Transit,Buffalo NY USA,NFTA,Bailey BRT,,,,planned,Funded by federal Neighborhood Access & Equity program,https://baileyavebrt.com/,at grade,2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Bailey BRT,12.7599849652215,,"0"
"54070",Bus Rapid Transit,Boston MA USA,MBTA,Silver Line Extension,,,,planned,,https://www.mbta.com/projects/silver-line-extension-slx-alternatives-analysis,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Silver Line Extension,5.22719563638601,,"0"
"54375",Monorail,Monterrey MEX,Monterrey Metro,Linea 4,,,,uc,,,elevated,2023-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 4 Hospital Gine–Juarez,2.39595798126846,,"0"
"54376",Metro,Monterrey MEX,Monterrey Metro,Linea 1,"2002",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 1 San Bernabe–Talleres,0.569032667974548,,"0"
"54379",Metro,Monterrey MEX,Monterrey Metro,Linea 2,"2007",,,existing,,,"subway; elevated",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 2 Universidad–General Anaya,3.09525172868418,,"0"
"54380",Metro,Monterrey MEX,Monterrey Metro,Linea 3,"2021",439,"280000",existing,,http://www.nl.gob.mx/proyectos/linea-3-del-metro,"subway; elevated",2013-2021,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 3,6.74897674313695,,"0"
"54381",Metro,Monterrey MEX,Monterrey Metro,Linea 2,"1994",439,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 2 General Anaya–General Zaragoza,4.83898311688632,,"0"
"54382",Monorail,Monterrey MEX,Monterrey Metro,Linea 6,,,,uc,,,elevated,2023-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 6 Apodaca–Aeropuerto,6.96084895161601,,"0"
"54383",Monorail,Monterrey MEX,Monterrey Metro,Linea 6,,,,uc,,,elevated,2023-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 6 Citadel–Parque Fundidora,9.51403074007752,,"0"
"54384",Monorail,Monterrey MEX,Monterrey Metro,Linea 6,,,,uc,,,elevated,2023-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 6 Parque Fundidora–Hospital Gine,1.95533854479759,,"0"
"54385",Bus Rapid Transit,Monterrey MEX,Monterrey Metro,Linea 5,,,,planned,,,"elevated; at grade",2026-2028,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 5,10.2117625705537,,"0"
"54386",Aerial Tram,Santo Domingo DOM,OPRET,Linea T2,"2023",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",DOM,,Linea T2,4.18477203088021,,"0"
"54387",Metro,Santo Domingo DOM,OPRET,Linea 2,,,,uc,,,elevated,2022-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",DOM,,Linea 2 Los Alcarrizos–Maria Montez,7.35643870899304,,"0"
"54389",Monorail,Santiago DOM,SIT,Monorriel,,,,uc,,,elevated,2022-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",DOM,,Monorriel,12.5263286985884,,"0"
"54390",Aerial Tram,Santiago DOM,SIT,Linea 1 Section 1,"2024",,,existing,,https://fitram.gob.do/proyecto/teleferico-santiago/,elevated,2021-2024,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",DOM,,Linea 1 Section 1,3.94790822769494,,"0"
"54391",Aerial Tram,Santiago DOM,SIT,Linea 1 Section 2,"2024",,,existing,,https://fitram.gob.do/proyecto/teleferico-santiago/,elevated,2021-2024,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",DOM,,Linea 1 Section 2,2.99193192767909,,"0"
"54399",Bus Rapid Transit,Las Vegas NV USA,RTC,Charleston Boulevard High-Capacity Transit,,,,proposed,Technically could be light rail,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Charleston Boulevard High-Capacity Transit,24.1821554181118,,"0"
"54576",Bus Rapid Transit,Merida MEX,Va-y-Ven,IE-TRAM Merida–Uman,,,,planned,,https://vayven.yucatan.gob.mx/rutaietram,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,IE-TRAM Merida–Uman,23.1558953007925,,"0"
"54577",Bus Rapid Transit,Merida MEX,Va-y-Ven,IE-TRAM Centro-Mejorada-La Plancha-Kanasin,"2024",,,existing,,https://vayven.yucatan.gob.mx/rutaietram,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,Bronze (68),IE-TRAM Centro-Mejorada-La Plancha-Kanasin,17.2936982586109,"2024","0"
"54578",Bus Rapid Transit,Merida MEX,Va-y-Ven,IE-TRAM La Plancha–Teya,"2024",,,existing,,https://vayven.yucatan.gob.mx/rutaietram,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,IE-TRAM La Plancha–Teya Centro,2.54888565880384,,"0"
"54579",Bus Rapid Transit,Merida MEX,Va-y-Ven,IE-TRAM La Plancha–Teya,"2024",,,existing,,https://vayven.yucatan.gob.mx/rutaietram,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,IE-TRAM La Plancha–Teya Teya,6.88564046276826,,"0"
"54580",Bus Rapid Transit,Merida MEX,Va-y-Ven,IE-TRAM Centro–Fac. Ingenieria,,,,planned,,https://vayven.yucatan.gob.mx/rutaietram,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,IE-TRAM Centro–Fac. Ingenieria,8.53522249890911,,"0"
"55131",Intercity Rail,,NCDOT/VA DOT,S-Line,,,,planned,Received a $1 b federal grant in 2023,https://www.ncdot.gov/divisions/rail/s-line-projects/raleigh-richmond/Pages/default.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,S-Line Wake Forest–Richmond,185.451759648731,,"0"
"55132",Intercity Rail,,VA Passenger Rail Authority,New River Valley Project,,,,planned,,https://vapassengerrailauthority.org/nrvproject/#project-summary,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Roanoke–Blacksburg Rail,53.7546467455503,,"0"
"55133",Commuter Rail,Salt Lake UT USA,UTA,FrontRunner,,,,planned,,https://www.frontrunnersouthextension.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,FrontRunner Provo–Salem,21.4090073264404,,"0"
"55166",Bus Rapid Transit,Oklahoma City OK USA,EMBARK,MAPS 4 BRT,,97,,planned,,https://www.okc.gov/government/maps-4/transit?utm_medium=email&utm_source=govdelivery,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SW-NE BRT,26.6492563823885,,"0"
"55193",Bus Rapid Transit,Boston MA USA,MBTA,Lynnway,,,,planned,,https://www.mbta.com/projects/lynnway-multimodal-corridor-project,at grade,2027-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lynnway,3.23828895710368,,"0"
"55427",Bus Rapid Transit,Phoenix AZ USA,City of Phoenix,Phoenix BRT,,,,planned,,https://meetphoenixbrt.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,35th Avenue/Van Buren Street Corridor,23.6238781107182,,"0"
"55428",Bus Rapid Transit,Richmond VA USA,GRTC,GRTC Pulse,,,,proposed,,https://www.pulsewex.com/about,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,GRTC Pulse Western Extension,5.97298302340881,,"0"
"55453",Streetcar,Triangle NC USA,Durham Light and Traction,Club/Broad/Main Streets,"1887",,,closed,,,at grade,,,"1934",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Club/Broad/Main Streets,8.14071959466228,,"0"
"55454",Streetcar,Triangle NC USA,Durham Light and Traction,Mangum Street,"1887",,,closed,,,at grade,,,"1934",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Mangum Street,1.30916109575051,,"0"
"55455",Streetcar,Triangle NC USA,Durham Light and Traction,Chapel Hill Street,"1887",,,closed,,,at grade,,,"1934",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Chapel Hill Street,3.33710942157052,,"0"
"55456",Streetcar,Triangle NC USA,Durham Light and Traction,Holloway/Driver Streets,"1887",,,closed,,,at grade,,,"1934",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Holloway/Driver Streets,4.12308580647162,,"0"
